timestamp,coin,open,close,high,low,volume,datetime
1616749200000,SUKU,0.88582,0.8753,0.8914,0.29,5760.57144129,2021-03-26 09:00:00
1616760000000,SUKU,0.8766,0.87281,0.8766,0.87281,1103.13382365,2021-03-26 12:00:00
1616770800000,SUKU,0.87357,0.87446,0.87446,0.87357,909.699824,2021-03-26 15:00:00
1616781600000,SUKU,0.87494,0.80118,0.87494,0.80118,433.71680407,2021-03-26 18:00:00
1616792400000,SUKU,0.74671,0.71429,0.74671,0.71091,166.04776475,2021-03-26 21:00:00
1616814000000,SUKU,0.73728,0.73728,0.73728,0.73728,700.0,2021-03-27 03:00:00
1616824800000,SUKU,0.72757,0.70531,0.72757,0.70492,137.64174006,2021-03-27 06:00:00
1616835600000,SUKU,0.70797,0.70982,0.70982,0.70797,446.0,2021-03-27 09:00:00
1616846400000,SUKU,0.71155,0.71155,0.71155,0.71155,50.0,2021-03-27 12:00:00
1616857200000,SUKU,0.706,0.69686,0.706,0.69686,935.623,2021-03-27 15:00:00
1616868000000,SUKU,0.69294,0.65028,0.69294,0.65,5395.54381541,2021-03-27 18:00:00
1616878800000,SUKU,0.6527,0.65255,0.66493,0.64738,719.1907792200001,2021-03-27 21:00:00
1616900400000,SUKU,0.62806,0.62812,0.62812,0.62806,68.70404833,2021-03-28 03:00:00
1616922000000,SUKU,0.62764,0.62764,0.62764,0.62764,13.8360643,2021-03-28 09:00:00
1616932800000,SUKU,0.62,0.61668,0.6204,0.6162,1582.59590056,2021-03-28 12:00:00
1616954400000,SUKU,0.62082,0.61782,0.62082,0.61731,2060.661096,2021-03-28 18:00:00
1616965200000,SUKU,0.64051,0.64051,0.64051,0.64051,150.0,2021-03-28 21:00:00
1616986800000,SUKU,0.63501,0.63481,0.63502,0.63481,108.56188644,2021-03-29 03:00:00
1616997600000,SUKU,0.6353,0.6353,0.6353,0.6353,52.566055,2021-03-29 06:00:00
1617008400000,SUKU,0.63769,0.723,0.73423,0.63444,11366.555037940001,2021-03-29 09:00:00
1617019200000,SUKU,0.71649,0.71627,0.71649,0.71611,267.2798079,2021-03-29 12:00:00
1617030000000,SUKU,0.71925,0.71972,0.71972,0.71925,1301.0,2021-03-29 15:00:00
1617040800000,SUKU,0.71503,0.71637,0.71637,0.70709,4690.32694155,2021-03-29 18:00:00
1617051600000,SUKU,0.69773,0.68748,0.69773,0.68748,159.74486304,2021-03-29 21:00:00
1617084000000,SUKU,0.68766,0.68984,0.6912,0.68766,201.99133748000003,2021-03-30 06:00:00
1617094800000,SUKU,0.69088,0.69227,0.69227,0.68873,264.23268413,2021-03-30 09:00:00
1617105600000,SUKU,0.69532,0.69551,0.69551,0.69532,292.947482,2021-03-30 12:00:00
1617116400000,SUKU,0.69423,0.69423,0.69423,0.69423,190.45434569,2021-03-30 15:00:00
1617138000000,SUKU,0.72995,0.72995,0.72995,0.72995,139.5,2021-03-30 21:00:00
1617181200000,SUKU,0.76641,0.76641,0.76641,0.76641,175.0,2021-03-31 09:00:00
1617192000000,SUKU,0.76662,0.76821,0.77097,0.76662,5308.191915859999,2021-03-31 12:00:00
1617202800000,SUKU,0.76847,0.75922,0.76847,0.75818,1319.16377374,2021-03-31 15:00:00
1617213600000,SUKU,0.7489,0.79083,0.7942,0.7489,1121.1432024800001,2021-03-31 18:00:00
1617224400000,SUKU,0.79433,0.79522,0.79522,0.79433,827.64896173,2021-03-31 21:00:00
1617256800000,SUKU,0.8,0.80036,0.8036,0.8,145.62255334,2021-04-01 06:00:00
1617267600000,SUKU,0.79505,0.79494,0.79535,0.79494,838.84824276,2021-04-01 09:00:00
1617278400000,SUKU,0.79494,0.79448,0.79494,0.79393,787.48537701,2021-04-01 12:00:00
1617289200000,SUKU,0.79464,0.79464,0.79464,0.79464,150.0,2021-04-01 15:00:00
1617300000000,SUKU,0.79404,0.79505,0.80203,0.79028,147.3127627,2021-04-01 18:00:00
1617310800000,SUKU,0.79505,0.79685,0.79685,0.79477,327.74659017,2021-04-01 21:00:00
1617321600000,SUKU,0.79293,0.79698,0.79698,0.79293,139.18745316,2021-04-02 00:00:00
1617332400000,SUKU,0.8,0.79173,0.8,0.79155,625.47070865,2021-04-02 03:00:00
1617343200000,SUKU,0.78875,0.78875,0.78875,0.78875,1.8982881900000002,2021-04-02 06:00:00
1617375600000,SUKU,0.641,0.77478,0.77478,0.5,1777.39878457,2021-04-02 15:00:00
1617386400000,SUKU,0.77484,0.77484,0.77484,0.77484,10.258118,2021-04-02 18:00:00
1617408000000,SUKU,0.77113,0.77006,0.77113,0.77006,3.43775768,2021-04-03 00:00:00
1617418800000,SUKU,0.76504,0.76855,0.76855,0.76504,510.37306434,2021-04-03 03:00:00
1617429600000,SUKU,0.76745,0.76745,0.76745,0.76745,1.06229207,2021-04-03 06:00:00
1617440400000,SUKU,0.76706,0.76839,0.76839,0.76706,1750.23849961,2021-04-03 09:00:00
1617451200000,SUKU,0.76399,0.76784,0.76784,0.76399,9.5971301,2021-04-03 12:00:00
1617483600000,SUKU,0.7641,0.77174,0.77174,0.7641,106.36322559,2021-04-03 21:00:00
1617494400000,SUKU,0.77197,0.77197,0.77197,0.77197,0.0058,2021-04-04 00:00:00
1617516000000,SUKU,0.76685,0.76685,0.76685,0.76685,1.303373,2021-04-04 06:00:00
1617526800000,SUKU,0.76454,0.76503,0.76503,0.76454,6.30178861,2021-04-04 09:00:00
1617537600000,SUKU,0.76399,0.76392,0.76399,0.76392,2.06247059,2021-04-04 12:00:00
1617548400000,SUKU,0.763,0.763,0.763,0.763,1.310616,2021-04-04 15:00:00
1617559200000,SUKU,0.76292,0.75798,0.8,0.75798,155.47003134,2021-04-04 18:00:00
1617580800000,SUKU,0.75765,0.75765,0.75765,0.75765,1.54785507,2021-04-05 00:00:00
1617591600000,SUKU,0.795,0.83487,0.83487,0.795,795.75568417,2021-04-05 03:00:00
1617602400000,SUKU,0.83495,0.84299,0.84739,0.83495,1820.56311,2021-04-05 06:00:00
1617613200000,SUKU,0.8763,0.88048,0.88048,0.8763,11.453990000000001,2021-04-05 09:00:00
1617624000000,SUKU,0.88094,0.88103,0.88103,0.87654,342.3210358,2021-04-05 12:00:00
1617634800000,SUKU,0.8847,0.87894,0.8847,0.87408,374.718871,2021-04-05 15:00:00
1617645600000,SUKU,0.87922,0.87922,0.87922,0.87483,13.168003109999999,2021-04-05 18:00:00
1617656400000,SUKU,0.87506,0.88158,0.88158,0.87506,4.08763226,2021-04-05 21:00:00
1617678000000,SUKU,0.85701,0.84857,0.85701,0.84857,1558.91709075,2021-04-06 03:00:00
1617688800000,SUKU,0.83403,0.81919,0.83403,0.81919,17.81540551,2021-04-06 06:00:00
