timestamp,coin,open,close,high,low,volume,datetime
1637539200000,SPELL,0.019884,0.012706,0.020383,0.0105,28082079.21961703,2021-11-22 00:00:00
1638144000000,SPELL,0.012784,0.010041,0.014425,0.006101,29969063.74608995,2021-11-29 00:00:00
