timestamp,coin,open,close,high,low,volume,datetime
1607299200000,XCH,1.1188,1.117,1.1327,1.103,5181.63220042,2020-12-07 00:00:00
1607904000000,XCH,1.123,1.124,1.1361,1.1054,10456.73187009,2020-12-14 00:00:00
1608508800000,XCH,1.1198,1.117,1.1473,1.1082,15804.67712413,2020-12-21 00:00:00
1609113600000,XCH,1.1149,1.1258,1.1395,1.1129,6598.86627937,2020-12-28 00:00:00
1609718400000,XCH,1.1227,1.1232,1.1502,1.1186,89931.64204693,2021-01-04 00:00:00
1610323200000,XCH,1.1217,1.1319,1.145,1.0946,115485.57390121,2021-01-11 00:00:00
1610928000000,XCH,1.1196,1.1366,1.1389,1.1153,106863.67198525,2021-01-18 00:00:00
1611532800000,XCH,1.1266,1.116,1.1393,1.1115,109002.80277167,2021-01-25 00:00:00
1612137600000,XCH,1.1119,1.1177,1.1236,1.1018,80990.53421846,2021-02-01 00:00:00
1612742400000,XCH,1.103,1.1198,1.14,1.0001,31717.79187261,2021-02-08 00:00:00
1613347200000,XCH,1.1169,1.1132,1.24,1.0922,147868.48649119,2021-02-15 00:00:00
1613952000000,XCH,1.1162,1.1061,1.15,1.0924,251472.26627151,2021-02-22 00:00:00
1614556800000,XCH,1.1075,1.0815,1.1075,1.0665,30000.61193861,2021-03-01 00:00:00
1615161600000,XCH,1.0824,1.0679,1.0855,1.0624,29933.35679858,2021-03-08 00:00:00
1615766400000,XCH,1.0699,1.0708,1.0856,1.0693,8879.32939839,2021-03-15 00:00:00
1616371200000,XCH,1.088,1.0593,1.088,1.0593,11747.76293061,2021-03-22 00:00:00
1616976000000,XCH,1.0609,1.0538,1.0695,1.0531,46715.00182049,2021-03-29 00:00:00
1617580800000,XCH,1.0623,1.0762,1.0928,1.0588,40798.00193221,2021-04-05 00:00:00
1618185600000,XCH,1.0854,1.0784,1.1061,1.0,76724.10685368,2021-04-12 00:00:00
1618790400000,XCH,1.084,1.1014,1.1071,1.0839,93540.48813574,2021-04-19 00:00:00
1619395200000,XCH,1.1024,1.0643,1.17,1.0527,42735.94880423,2021-04-26 00:00:00
1620000000000,XCH,1.0644,1.27,1.78,1.04,6883.68290854,2021-05-03 00:00:00
1620604800000,XCH,1.2906,1.1112,1.3301,1.0978,413673.36331025,2021-05-10 00:00:00
1621209600000,XCH,1.1113,1.1157,1.1247,1.092,1044348.29729919,2021-05-17 00:00:00
1621814400000,XCH,1.1154,1.116,1.1247,1.103,308103.40929029,2021-05-24 00:00:00
1622419200000,XCH,1.1098,1.1125,1.1217,1.1027,221247.35423833,2021-05-31 00:00:00
1623024000000,XCH,1.1123,1.1129,1.1202,1.099,186204.76350763,2021-06-07 00:00:00
1623628800000,XCH,1.108,1.0852,1.1204,1.0756,149317.07399787,2021-06-14 00:00:00
1624233600000,XCH,1.0855,1.0926,1.0965,1.0793,198109.13755678,2021-06-21 00:00:00
1624838400000,XCH,1.0915,1.0889,1.1241,1.0725,152979.41976502,2021-06-28 00:00:00
1625443200000,XCH,1.0852,1.0932,1.0952,1.0768,76706.04070955,2021-07-05 00:00:00
1626048000000,XCH,1.0938,1.0881,1.0969,1.0815,78529.10518088,2021-07-12 00:00:00
1626652800000,XCH,1.0885,1.0881,1.0929,1.0762,115715.75751534,2021-07-19 00:00:00
1627257600000,XCH,1.0879,1.1039,1.1222,1.0875,262490.10018298,2021-07-26 00:00:00
1627862400000,XCH,1.1038,1.0926,1.2329,1.0923,145458.19114736,2021-08-02 00:00:00
1628467200000,XCH,1.0926,1.0928,1.96,1.0833,54709.51587019,2021-08-09 00:00:00
1629072000000,XCH,1.0928,1.0904,1.1251,1.0873,34222.79945635,2021-08-16 00:00:00
1629676800000,XCH,1.0908,1.12,1.1369,1.0881,67712.0362472,2021-08-23 00:00:00
1630281600000,XCH,1.1099,1.0951,1.4031,1.0919,27872.24697469,2021-08-30 00:00:00
1630886400000,XCH,1.111,1.0885,1.1122,1.0611,278790.04222933,2021-09-06 00:00:00
1631491200000,XCH,1.0883,1.0722,1.1,1.0557,256114.50180507998,2021-09-13 00:00:00
1632096000000,XCH,1.0722,1.0819,1.09,1.0073,362398.93699031,2021-09-20 00:00:00
1632700800000,XCH,1.0818,1.0763,1.0858,1.0577,329481.26427376,2021-09-27 00:00:00
1633305600000,XCH,1.0765,1.0784,1.1099,1.0747,149107.51881349,2021-10-04 00:00:00
1633910400000,XCH,1.0791,1.0851,1.125,1.0763,130794.4141915,2021-10-11 00:00:00
1634515200000,XCH,1.0851,1.0914,1.1556,1.0801,58702.79546262,2021-10-18 00:00:00
1635120000000,XCH,1.0919,1.0951,1.135,1.0874,116913.66494128,2021-10-25 00:00:00
1635724800000,XCH,1.0951,1.105,1.121,1.0911,22636.71906785,2021-11-01 00:00:00
1636329600000,XCH,1.1,1.0907,1.2058,1.085,67968.14841601,2021-11-08 00:00:00
1636934400000,XCH,1.0908,1.077,1.2037,1.0724,204715.4905942,2021-11-15 00:00:00
1637539200000,XCH,1.0776,1.0826,1.0952,1.0681,342997.07867827,2021-11-22 00:00:00
1638144000000,XCH,1.0827,1.0901,1.74,1.075,466944.0621153,2021-11-29 00:00:00
