timestamp,coin,open,close,high,low,volume,datetime
1616749200000,SUKU,0.88582,0.5,0.88582,0.29,784.95478605,2021-03-26 09:00:00
1616751000000,SUKU,0.61,0.8914,0.8914,0.6,130.28665412,2021-03-26 09:30:00
1616752800000,SUKU,0.87672,0.87197,0.87672,0.87197,3623.918766,2021-03-26 10:00:00
1616754600000,SUKU,0.8746,0.87071,0.8746,0.87046,963.72695533,2021-03-26 10:30:00
1616756400000,SUKU,0.87514,0.87514,0.87514,0.87514,100.18772579,2021-03-26 11:00:00
1616758200000,SUKU,0.8753,0.8753,0.8753,0.8753,157.496554,2021-03-26 11:30:00
1616761800000,SUKU,0.8766,0.8766,0.8766,0.8766,17.0,2021-03-26 12:30:00
1616763600000,SUKU,0.8753,0.87454,0.8753,0.87454,1070.615246,2021-03-26 13:00:00
1616765400000,SUKU,0.87281,0.87281,0.87281,0.87281,15.518577650000001,2021-03-26 13:30:00
1616772600000,SUKU,0.87357,0.87372,0.87372,0.87357,360.0,2021-03-26 15:30:00
1616774400000,SUKU,0.87381,0.87446,0.87446,0.87381,549.699824,2021-03-26 16:00:00
1616781600000,SUKU,0.87494,0.87494,0.87494,0.87494,21.5,2021-03-26 18:00:00
1616783400000,SUKU,0.87494,0.87494,0.87494,0.87494,369.5,2021-03-26 18:30:00
1616787000000,SUKU,0.85,0.85,0.85,0.85,29.411764,2021-03-26 19:30:00
1616788800000,SUKU,0.80118,0.80118,0.80118,0.80118,13.30504007,2021-03-26 20:00:00
1616794200000,SUKU,0.74671,0.74671,0.74671,0.74671,28.44236369,2021-03-26 21:30:00
1616796000000,SUKU,0.73634,0.71695,0.73634,0.71695,117.63835527,2021-03-26 22:00:00
1616799600000,SUKU,0.71091,0.71091,0.71091,0.71091,15.26539486,2021-03-26 23:00:00
1616801400000,SUKU,0.71429,0.71429,0.71429,0.71429,4.7016509300000005,2021-03-26 23:30:00
1616815800000,SUKU,0.73728,0.73728,0.73728,0.73728,700.0,2021-03-27 03:30:00
1616824800000,SUKU,0.72757,0.72757,0.72757,0.72757,20.0,2021-03-27 06:00:00
1616826600000,SUKU,0.71537,0.71537,0.71537,0.71537,15.62006381,2021-03-27 06:30:00
1616828400000,SUKU,0.70543,0.70543,0.70543,0.70543,91.797985,2021-03-27 07:00:00
1616830200000,SUKU,0.70492,0.70492,0.70492,0.70492,8.67622794,2021-03-27 07:30:00
1616832000000,SUKU,0.70492,0.70492,0.70492,0.70492,0.40690530999999996,2021-03-27 08:00:00
1616833800000,SUKU,0.70531,0.70531,0.70531,0.70531,1.140558,2021-03-27 08:30:00
1616837400000,SUKU,0.70797,0.70797,0.70797,0.70797,426.0,2021-03-27 09:30:00
1616839200000,SUKU,0.70982,0.70982,0.70982,0.70982,20.0,2021-03-27 10:00:00
1616848200000,SUKU,0.71155,0.71155,0.71155,0.71155,50.0,2021-03-27 12:30:00
1616864400000,SUKU,0.706,0.6971,0.706,0.6971,874.623,2021-03-27 17:00:00
1616866200000,SUKU,0.69686,0.69686,0.69686,0.69686,61.0,2021-03-27 17:30:00
1616869800000,SUKU,0.69294,0.65,0.69294,0.65,189.87872017,2021-03-27 18:30:00
1616873400000,SUKU,0.65195,0.6524,0.6524,0.65195,214.65511249,2021-03-27 19:30:00
